,label,SMS Message,Website,W-count,F-WordCount,Spamword
2869,0,"['aight', 'tomorrow', 'around', 'lt', '#', 'gt']",0,0,0,0
2870,0,"['housemaid', 'murder', 'coz', 'man', 'murder', 'lt', '#', 'gt', 'th', 'januari', 'public', 'holiday', 'govtinstituit', 'closedinclud', 'post', 'officeunderstand']",0,1,0,0
2871,1,"['chanc', 'realiti', 'fantasi', 'show', 'call', '=', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'nation', '=', 'rate', 'call']",0,1,0,1
2872,0,"['actual', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', '7', 'night']",0,0,0,0
2873,0,['see'],0,0,0,0
2874,0,"['dont', 'understand', 'messag']",0,0,0,0
2875,0,"['crucifi', 'c', 'told', 'earlier']",0,0,0,0
2876,0,"['idk', 'keep', 'say', 're', 'sinc', 'move', 'keep', 'but', 'head', 'freedom', 'vs', 'respons', ""'m"", 'tire', 'much', 'shit', 'deal', ""'m"", 'bare', 'keep', 'togeth', 'get', 'ad']",0,1,1,0
2877,0,"['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']",0,0,0,0
2878,0,"['twenti', 'past', 'five', 'said', 'train', 'durham', 'alreadi', 'coz', 'reserv', 'seat']",0,0,0,0
2879,1,"['hey', 'boy', 'want', 'hot', 'xxx', 'pic', 'sent', 'direct', '2', 'ur', 'phone', 'txt', 'porn', '69855', '24hrs', 'free', '50p', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wc1n3xx']",0,1,0,1
2880,0,"['u', 'still', 'paint', 'ur', 'wall']",0,0,0,0
2881,1,"['last', 'chanc', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', '85023', 'savamob', 'offer', 'mobil', 'cs', 'savamob', 'pobox84', 'm263uz', '£300', 'sub', '16']",0,1,0,1
2882,0,"['printer', 'cool', 'mean', 'groovi', 'wine', 'groovi']",0,0,0,0
2883,0,"['hi', 'harish', ""'s"", 'rent', 'transfr', 'ur', 'acnt']",0,0,0,0
2884,0,"['anyth', 'lor', 'come']",0,0,0,0
2885,0,"['cbe', 'realli', 'good', 'nowadayslot', 'shop', 'showroomsc', 'shape', 'good']",0,0,0,0
2886,0,"['ü', 'still', 'attend', 'da', 'talk']",0,0,0,0
2887,0,"['prob', 'hon', 'u', 'doinat', 'mo']",0,0,0,0
2888,0,"['k', 'll', 'take', 'care']",0,0,0,0
2889,0,"['take', ""n't"", 'phone', 'callon', 'friday', 'assum', 'wo', ""n't"", 'year']",0,0,0,0
2890,0,"['batteri', 'low', 'babe']",0,0,0,0
2891,0,"['shuhui', 'bought', 'ron', ""'s"", 'present', ""'s"", 'swatch', 'watch']",0,0,0,0
2892,0,"['yeah', ""'s"", 'quit', 'bit', 'left', 'll', 'swing', 'tomorrow', 'get']",0,0,0,0
2893,0,"['babe', 'said', '2', 'hour', ""'s"", 'almost', '4', 'internet']",0,0,0,1
2894,0,"['k', 'll', 'sure', 'get', 'noon', 'see', ""'s""]",0,0,0,0
2895,0,"['kkyesterday', 'cbe']",0,0,0,0
2896,0,"['went', 'ganesh', 'dress', 'shop']",0,0,0,0
2897,1,"['pdatenow', 'doubl', 'min', '1000', 'txts', 'orang', 'tariff', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', '08000839402', 'call2optout/yhl']",0,1,0,1
2898,0,"['ü', 'collect', 'ur', 'laptop', 'go', 'configur', 'da', 'set', 'izzit']",0,0,0,0
2899,0,"['r', '@', 'home', 'come', 'within', '5', 'min']",0,0,0,0
2900,0,"['aight', '8', 'latest', 'probabl', 'closer', '7', 'jay', 'tyler', 'two', 'trip']",0,0,0,0
2901,0,"['come', 'aftr', 'ltdecimalgt', 'clean', 'hous']",0,0,0,0
2902,1,"['ur', 'cashbal', 'current', '500', 'pound', 'maxim', 'ur', 'cashin', 'send', 'cash', '86688', '150p/msg', 'cc', '08718720201', 'po', 'box', '114/14', 'tcr/w1']",0,1,0,0
2903,0,"['bill', 'letter', '’', 'expect', 'one', 'orang', '’', 'bill', 'may', 'still', 'say', 'orang']",0,1,0,0
2904,0,"['tell', 'pa', 'pain', 'de']",0,0,0,0
2905,0,"['hi', 'darlin', 'hope', 'nice', 'night', 'wish', 'come', 'cant', 'wait', 'see', 'love', 'fran', 'ps', 'want', 'dirti', 'anal', 'sex', 'want', '10', 'man', 'gang', 'bang']",0,1,0,0
2906,0,"['ha', '‘', 'know', 'either', 'clever', 'simpl', 'thing', 'pear', 'day', 'perfect', 'christma']",0,1,0,0
2907,0,"['helloooo', 'wake', 'sweet', 'morn', 'welcom', 'enjoy', 'day', 'full', 'joy', 'gud', 'mrng']",0,1,0,0
2908,0,['alrit'],0,0,0,0
2909,0,"['must', 'sit', 'around', 'wait', 'summer', 'day', 'celebr', 'magic', 'sight', 'world', 'dress', 'white', 'oooooh', 'let', 'snow']",0,1,0,0
2910,1,"['urgent', 'mobil', 'number', 'award', '£2000', 'prize', 'guarante', 'call', '09058094454', 'land', 'line', 'claim', '3030', 'valid', '12hrs']",0,1,0,1
2911,0,"['guy', 'go', 'see', 'movi', 'side']",0,0,0,0
2912,0,"['sorryin', 'meet', 'll', 'call', 'later']",0,0,0,1
2913,0,"[""n't"", 'tell', 'thatnow', ""'m"", 'think', 'plus', ""'s"", 'go', 'stop', 'run']",0,0,0,0
2914,0,"['kind', 'send', 'one', 'flat', 'ltdecimalgt', 'today']",0,0,0,0
2915,1,"['sorri', 'u', 'unsubscrib', 'yet', 'mob', 'offer', 'packag', 'min', 'term', '54', 'week', 'pls', 'resubmit', 'request', 'expiri', 'repli', 'themob', 'help', '4', 'info']",0,1,0,1
2916,0,"['noth', 'lor', 'bit', 'bore', 'dun', 'u', 'go', 'home', 'earli', '2', 'sleep', 'today']",0,1,0,1
2917,0,"['time', 'tell', 'friend', 'around']",0,0,0,0
2918,0,"['yes', 'fine', 'love', 'safe']",0,0,0,0
2919,0,"['thank', 'chikku', 'gud', 'nyt*']",0,0,0,0
2920,0,"['xy', 'ur', 'car', 'u', 'pick']",0,0,0,0
2921,0,"['thanx', '4', 'time', 'we\x92v', 'spent', '2geva', 'bin', 'mint', 'ur', 'babi', 'want', 'uxxxx']",0,1,0,0
2922,0,"['yo', 'way', 'could', 'pick', 'someth', 'tonight']",0,0,0,0
2923,0,"['ve', 'sent', 'send']",0,0,0,0
2924,0,"['fine', 'simpli', 'sit']",0,0,0,0
2925,0,"['thts', 'god', ""'s"", 'gift', 'bird', 'human', 'hav', 'natur', 'gift', 'frm', 'god']",0,1,0,0
2926,0,"['come', 'day', 'class']",0,0,0,0
2927,0,"['im', 'done', 'studyn', 'librari']",0,0,0,0
2928,0,"['ok', 'u', 'enjoy', 'ur', 'show']",0,0,0,0
2929,0,['anyth'],0,0,0,0
2930,0,"['wuld', 'without', 'babi', 'thought', 'alon', 'mite', 'break', 'don\x92t', 'wan', 'na', 'go', 'crazi', 'everyboy', 'need', 'ladi', 'xxxxxxxx']",0,1,0,0
2931,0,"['wat', ""'s"", 'dear', 'sleep', 'ah']",0,0,0,0
2932,0,"['hi', ""'"", 'test', 'lt', '#', 'gt', 'rd']",0,0,0,0
2933,0,"['2', '%', 'student', 'solv', 'cat', 'question', 'xam', '5+3+2=', 'lt', '#', 'gt', '9+2+4=', 'lt', '#', 'gt', '8+6+3=', 'lt', '#', 'gt', '7+2+5=', 'tell', 'answer', 'u', 'r', 'brilliant1thingi', 'got', 'answr']",0,1,1,1
2934,0,"['yo', 'know', 'anyon', 'lt', '#', 'gt', 'otherwis', 'abl', 'buy', 'liquor', 'guy', 'flake', 'right', ""n't"", 'get', 'hold', 'somebodi', '4', 'loko', 'night']",0,1,0,0
2935,0,"['yup', 'n', 'fren', 'lor', ""'m"", 'meet', 'fren', '730']",0,0,0,0
2936,0,"['yeah', 'got', 'one', 'line', 'us']",0,0,0,0
2937,0,"['stop', 'wonder', 'wow', 'ever', 'go', 'stop', ""tm'ing"", 'tm', 'whenev', 'want', 'mine', '*laughs*']",0,1,0,0
2938,0,"['lol', 'yep', 'yesterday', 'alreadi', 'got', 'fireplac', 'anoth', 'icon', 'sit']",0,0,0,0
2939,0,"['hey', 've', 'book', 'pilat', 'yoga', 'lesson', 'alreadi', 'haha']",0,0,0,0
2940,0,"['ok', 'happen', 'behav', 'like']",0,0,0,0
2941,1,"['1', 'new', 'messag', 'pleas', 'call', '08712400200']",0,0,0,1
2942,0,"['supervisor', 'find', '4', 'one', 'lor', 'thk', 'student', 'havent', 'ask', 'yet', 'tell', 'u', 'aft', 'ask']",0,1,0,0
2943,0,"['hello', 'news', 'job', 'make', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozl', 'weasel', 'exet', 'still', 'home', '3']",0,1,0,0
2944,0,"['messageno', 'responcewhat', 'happend']",0,0,0,0
2945,1,"['current', 'messag', 'await', 'collect', 'collect', 'messag', 'call', '08718723815']",0,0,0,1
2946,0,"['hey', 'babe', 'sorri', ""n't"", 'get', 'sooner', 'gari', 'come', 'fix', 'caus', 'think', 'know', ""n't"", 'go', 'far', 'ptbo', 'say', 'cost', 'lt', '#', 'gt', 'buck', ""n't"", 'know', 'might', 'cheaper', 'find', 'someon', ""n't"", 'second', 'hand', 'machin', 'right', 'let', 'know', 'want', 'babe']",0,1,1,0
2947,0,"['make', '3', '4', 'fuck', 'sake', 'x']",0,0,0,0
2948,0,"['leav', 'u', 'alway', 'ignor']",0,0,0,0
2949,0,"['nope', 'll', 'b', 'go', '2', 'sch', 'fri', 'quit', 'earli', 'lor', 'cos', 'mys', 'sis', 'got', 'paper', 'da', 'morn']",0,1,0,1
2950,0,"['bruce', 'b', 'down', 'amp', 'fletcher']",0,0,0,0
2951,0,"['said', 'would', 'woke']",0,0,0,0
2952,0,"['hey', 'free', 'call']",0,0,0,1
2953,0,"['tell', 'whos', 'pls']",0,0,0,0
2954,1,"['urgent', 'mobil', 'award', '£1500', 'bonus', 'caller', 'prize', '27/6/03', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']",0,1,0,1
2955,0,"['think', 'might', 'give', 'miss', 'teach', 'til', 'twelv', 'lectur', 'two', 'damn', 'work', 'thing']",0,1,0,0
2956,0,"['id', 'check', ""'s"", 'like', '1', 'bowl', 'worth', 'left']",0,0,0,0
2957,0,"['yes', 'mani', 'sweet']",0,0,0,0
2958,0,"['would', ""'m"", 'still', 'cozi', 'exhaust', 'last', 'nightnobodi', 'went', 'school', 'work', 'everyth', 'close']",0,1,0,0
2959,1,"['u', 'secret', 'admir', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'repli', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']",0,1,0,1
2960,0,"['buzzzz', '*grins*', 'buzz', 'ass', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrat', 'feel', 'shake']",0,1,1,0
2961,0,"['sir', 'send', 'group', 'mail', 'check']",0,0,0,0
2962,0,"[""'m"", 'da', 'intro', 'cover', 'energi', 'trend', 'n', 'pros', 'n', 'con', 'brief', 'descript', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'histori', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'page']",0,1,1,0
2963,0,"['nonenowher', 'ikno', 'doesdiscountshitinnit']",0,0,0,0
2964,0,"['dont', 'know', 'jabo', 'abi']",0,0,0,0
2965,1,"['ever', 'notic', 're', 'drive', 'anyon', 'go', 'slower', 'idiot', 'everyon', 'drive', 'faster', 'maniac']",0,1,0,0
2966,0,"['yet', 'hadya', 'sapna', 'aunti', 'maneg', ""y'day"", 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhan']",0,1,0,0
2967,0,"['good', 'babi']",0,0,0,0
2968,0,"['neft', 'transact', 'refer', 'number', 'lt', '#', 'gt', 'rs', 'ltdecimalgt', 'credit', 'beneficiari', 'account', 'lt', '#', 'gt', 'lttimegt', 'lt', '#', 'gt']",0,1,1,0
2969,0,"['most', 'sport', 'typelyk', 'footblcrckt']",0,0,0,0
2970,0,"['head', 'dey', 'swell', 'oh', 'thank', 'make', 'day']",0,0,0,0
2971,0,"['u', 'make', 'fb', 'list']",0,0,0,0
2972,0,"['height', 'confid', 'aeronaut', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplan', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'student', 'dey', 'hurri', 'plane', 'bt', '1', 'didnt', 'move', 'saidif', 'made', 'studentsthi', 'wont', 'even', 'start', 'datz', 'confid']",0,1,1,1
2973,0,"['sari', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']",0,0,0,0
2974,0,"['happi', 'new', 'year', 'princess']",0,0,0,0
2975,0,"['ll', 'text', 'carlo', 'let', 'know', 'hang']",0,0,0,0
2976,0,"[""n't"", 'worri', '*', 'easi', 'ingredi']",0,0,0,0
2977,0,"['love', 'u', '2', 'littl', 'poci', 'bell', 'sorri', 'love', 'u']",0,0,0,1
2978,0,"['ok', 'omw', 'castor']",0,0,0,0
2979,0,"['yar', 'lor', 'keep', 'rain', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewher']",0,1,0,1
2980,1,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'doubl', 'min', '1000', 'txt', 'orang', 'call', 'mobileupd8', '08000839402', 'call2optout/4qf2']",0,1,0,1
2981,0,"['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleep', 'tot', 'u', 'go', 'take', 'nap', 'yup', 'send', 'liao', ""'m"", 'pick', 'ard', '4', 'smth', 'lor']",0,1,1,0
2982,0,"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'person', '3rd', 'ur', 'natur', '2nd', 'ur', 'sms', '1st', 'ur', 'love', 'friendship', 'good', 'morn', 'dear']",0,1,1,0
2983,0,"['tonight', 'yeah', ""'d""]",0,0,0,0
2984,0,"['eat', 'fo', 'lunch', 'senor']",0,0,0,0
2985,0,"['said', 'right', 'giggl', 'saw', 'u', 'would', 'possibl', 'first', 'person2di', 'nvq', 'think', 'much', 'could']",0,1,0,0
2986,0,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']",0,0,0,0
2987,1,"['repli', 'win', '£100', 'week', 'profession', 'sport', 'tiger', 'wood', 'play', 'send', 'stop', '87239', 'end', 'servic']",0,1,0,0
2988,0,"[""'m"", 'see', 'ca', ""n't"", 'see', 'mayb', 'reboot', 'ym', 'seen', 'buzz']",0,0,0,0
2989,0,"['still', 'grinder']",0,0,0,0
2990,1,"['1', 'polyphon', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'pt2', '87575', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150p/tone', '16', 'repli', 'hl', '4info']",0,1,0,1
2991,0,"['love', ""n't"", 'decis', ""'s"", 'feel', 'could', 'decid', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magic']",0,1,0,0
2992,1,"['hot', 'live', 'fantasi', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'nation', 'rate', 'call']",0,1,0,1
2993,0,"['ki', ""did't"", 'see', 'youkwher']",0,0,0,0
2994,0,"[""'m"", 'list', 'buyer']",0,0,0,0
2995,0,"['idea', 'guess', 'll', 'work', 'hour', 're', 'suppos', 'leav', 'sinc', 'usual', 'nobodi', 'interest', 'figur', 'shit', 'last', 'second']",0,1,0,0
2996,0,"['mm', 'entir', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']",0,0,0,0
2997,0,"['releas', 'vday', 'shirt', 'u', 'put', 'make', 'bottom', 'half', 'nake', 'instead', 'white', 'underwear']",0,1,0,0
2998,0,"['knowh', 'watch', 'film', 'comput']",0,0,0,0
2999,0,"['b4', 'thursday']",0,0,0,0
3000,0,"['oh', 'phone', 'phone', 'disconnect']",0,0,0,0
3001,0,"['id', 'onluy', 'matter', 'get', 'offcampus']",0,0,0,0
3002,1,"['messag', 'free', 'welcom', 'new', 'improv', 'sex', 'dog', 'club', 'unsubscrib', 'servic', 'repli', 'stop', 'msgs', '@', '150p', '18+on']",0,1,0,1
3003,0,"['excel', 'll', 'see', 'riley', ""'s"", 'plan']",0,0,0,0
3004,0,"['see', 'half', 'hour']",0,0,0,0
3005,1,"['ve', 'tkts', 'euro2004', 'cup', 'final', '£800', 'cash', 'collect', 'call', '09058099801', 'b4190604', 'pobox', '7876150ppm']",0,1,0,1
3006,0,"['ew', 'one']",0,0,0,0
3007,0,"['also', 'hi', 'wesley', 've']",0,0,0,0
3008,0,"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'finish', 'make']",0,0,0,0
3009,1,"['loan', 'purpos', '£500', '£75000', 'homeown', '+', 'tenant', 'welcom', 'previous', 'refus', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help', ""'""]",0,1,0,1
3010,1,"['updatenow', '12mths', 'half', 'price', 'orang', 'line', 'rental', '400minscal', 'mobileupd8', '08000839402', 'call2optout=j5q']",0,1,0,0
3011,0,"['imagin', 'life', 'without', 'see', 'fast', 'u', 'search', 'medo', ""n't"", 'worri', 'l', ""'m"", 'alway', 'disturb', 'u', 'goodnoon']",0,1,0,0
3012,0,"['hm', 'good', 'morn', 'headach', 'anyon']",0,0,0,0
3013,0,"['yeah', 'prob', 'last', 'night', 'obvious', 'catch', 'speak', 'soon']",0,0,0,0
3014,1,"['free', 'unlimit', 'hardcor', 'porn', 'direct', '2', 'mobil', 'txt', 'porn', '69200', 'get', 'free', 'access', '24', 'hrs', 'chrgd', '@', '50p', 'per', 'day', 'txt', 'stop', '2exit', 'msg', 'free']",0,1,1,1
3015,0,"['might', 'go', '2', 'sch', 'yar', 'e', 'salon', 'v', 'bore']",0,0,0,1
3016,0,"['lt', '#', 'gt', 'min', 'stop', 'somewher', 'first']",0,0,0,0
3017,0,"['lt', '#', 'gt', 'fast', 'approach', 'wish', 'u', 'happi', 'new', 'year', 'happi', 'sankranti', 'happi', 'republ', 'day', 'happi', 'valentin', 'day', 'happi', 'shivratri', 'happi', 'ugadi', 'happi', 'fool', 'day', 'happi', 'may', 'day', 'happi', 'independ', 'day', 'happi', 'friendshipmotherfatherteacherschildren', 'day', 'amp', 'happi', 'birthday', '4', 'u', 'happi', 'ganesh', 'festiv', 'happi', 'dasara', 'happi', 'diwali', 'happi', 'christma', 'lt', '#', 'gt', 'good', 'morn', 'afternoon', 'even', 'night', 'rememberi', 'first', 'wish', 'u', 'theseyour', ""'s"", 'raj']",0,1,1,0
3018,0,"['one', 'joy', 'lifei', 'wake', 'daywith', 'thought', 'somewheresomeon', 'care', 'enough', 'tosend', 'warm', 'morn', 'greet']",0,1,0,0
3019,0,"[""n't"", 'get', 'second', 'half', 'messag']",0,0,0,0
3020,0,"['wat', 'time', 'u', 'wan', '2', 'meet', 'later']",0,0,0,1
3021,0,"['thank', 'much', 'selfless', 'love', 'plenti']",0,0,0,0
3022,0,"['film', 'ill', 'call', 'later']",0,0,0,1
3023,0,"['dare', 'chang', 'ring']",0,0,0,0
3024,0,"['bad', 'girl', 'ladi']",0,0,0,0
3025,0,"['love', 'ya', 'tri', 'budget', 'money', 'better', 'babe', 'gari', 'would', 'freak', 'knew']",0,1,0,0
3026,0,"['part', ""n't"", 'initi', ""n't"", 'understand']",0,0,0,0
3027,0,"['finish', 'lunch', 'alreadi', 'u', 'wake', 'alreadi']",0,0,0,0
3028,0,"['still', 'game']",0,0,0,0
3029,0,"['got', 'tallent', 'wast']",0,0,0,0
3030,0,"['record', 'one', 'night']",0,0,0,0
3031,0,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'ill', 'send', 'anoth', 'messag', 'explain', 'thing', 'back', 'home', 'great', 'weekend']",0,1,0,0
3032,0,"['gon', 'na', 'let', 'know', 'cos', 'come', 'bak', 'holiday', 'day', 'come', ""don't4get2text"", 'number']",0,1,0,0
3033,0,"['jokin', 'lar', 'depend', 'phone', 'father', 'get', 'lor']",0,0,0,0
3034,0,"['aight', 'lem', 'know', ""'s""]",0,0,0,0
3035,0,"['get', 'readi', 'lt', '#', 'gt', 'inch', 'pleasur']",0,0,0,0
3036,0,"['rajipl', 'favour', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'today', 'birthday']",0,0,0,0
3037,0,"['ok', 'feel', 'like', 'john', 'lennon']",0,0,0,0
3038,0,"['cos', 'darren', 'say', 'ü', 'consid', 'mah', 'ask', 'ü']",0,0,0,0
3039,0,"['bother', 'trust', 'answer', 'pls']",0,0,0,0
3040,0,"['wish', 'famili', 'merri', 'x', 'mas', 'happi', 'new', 'year', 'advanc']",0,0,0,0
3041,0,"['one', 'day', 'crab', 'run', 'sea', 'shoreth', 'wave', 'came', 'n', 'clear', 'footprint', 'crab', 'crab', 'ask', 'frnd', 'r', 'u', 'clear', 'beauti', 'footprint', 'wave', 'repli', 'fox', 'follow', 'ur', 'footprint', 'catch', 'that', 'clear', 'frndsship', 'never', 'let', 'u', 'dwn', 'gud', 'nyt']",0,1,1,0
3042,0,"['aight', 'time', 'want', 'come']",0,0,0,0
3043,0,"['slaaaaav', 'must', 'summon', 'time', ""n't"", 'wish', 'come', 'anymor']",0,0,0,0
3044,0,"['bill', '3', '£3365', 'that', 'bad']",0,0,0,0
3045,0,"['let', 'know', 'chang', 'next', '6hrs', 'even', 'appendix', 'age', 'rang', 'howev', 'imposs', 'chill', 'let', 'know', '6hrs']",0,1,0,0
3046,0,"['hello', 'yeah', 've', 'got', 'bath', 'need', 'hair', 'll', 'come', ""'m"", 'done', 'yeah']",0,1,0,0
3047,0,"[""'s"", 'weather']",0,0,0,0
3048,0,"['ok', 'much', 'though', 'hm', 'friday', 'cant', 'wait', 'dunno', 'wot', 'hell', 'im', 'gon', 'na', 'anoth', '3', 'week', 'becom', 'slob', 'oh', 'wait', 'alreadi', 'done']",0,1,0,0
3049,0,"['die', 'e', 'toot', 'fring']",0,0,0,0
3050,0,"['lol', ""n't"", 'know', 'awesom', 'phone', 'could', 'click', 'delet', 'right', 'want']",0,0,0,0
3051,0,['ok'],0,0,0,0
3052,0,"['awesom', 'question', 'cute', 'answer', 'someon', 'ask', 'boy', 'ur', 'life', 'smile', 'amp', 'answer', 'fine', 'gudnit']",0,1,0,0
3053,0,"['pleas', 'leav', 'topicsorri', 'tell']",0,0,0,0
3054,0,"['pls', 'send', 'correct', 'name', 'da']",0,0,0,0
3055,0,"['happen', 'yo', 'date']",0,0,0,0
3056,1,"['eastend', 'tv', 'quiz', 'flower', 'dot', 'compar', 'd=', 'violet', 'e=', 'tulip', 'f=', 'lili', 'txt', 'e', 'f', '84025', '4', 'chanc', '2', 'win', '£100', 'cash', 'wkent/150p16+']",0,1,0,1
3057,0,"['webpag', 'avail']",0,0,0,0
3058,0,"['woke', 'yeesh', 'late', ""n't"", 'fall', 'asleep', 'til', 'lt', '#', 'gt', '/']",0,1,0,0
3059,1,"['unsubscrib', 'servic', 'get', 'ton', 'sexi', 'babe', 'hunk', 'straight', 'phone', 'go', 'http//gotbabescouk', 'subscript']",1,1,0,0
3060,0,"['dear', 'know', 'lt', '#', 'gt', 'th', 'lt', '#', 'gt', 'th', 'birthday', 'love', 'gopalettan', 'plan', 'give', 'small', 'gift', 'day', 'like', 'particip', 'welcom', 'pleas', 'contact', 'admin', 'team', 'detail']",0,1,0,0
3061,0,"['kkfrom', 'tomorrow', 'onward', 'start', 'ah']",0,0,0,0
3062,0,"['u', 'talk', 'bout', 'earli', 'morn', ""'s"", 'almost', 'noon']",0,0,0,0
3063,0,"['fine', 'rememb']",0,0,0,0
3064,1,"['hi', 'babe', 'jordan', 'r', 'u', 'im', 'home', 'abroad', 'lone', 'text', 'back', 'u', 'wan', 'na', 'chat', 'xxsp', 'visionsmscom', 'text', 'stop', 'stopcost', '150p', '08712400603']",0,1,0,0
3065,0,"['ok', 'mani', 'buy']",0,0,0,0
3066,0,"['sound', 'good', 'keep', 'post']",0,0,0,0
3067,1,"['get', 'brand', 'new', 'mobil', 'phone', 'agent', 'mob', 'plus', 'load', 'goodi', 'info', 'text', 'mat', '87021']",0,1,0,1
3068,0,"['ok', 'april', 'cant', 'wait']",0,0,0,0
3069,0,"['boy', 'best', 'get', 'yo', 'ass', 'quick']",0,0,0,0
3070,0,"['ay', 'wana', 'meet', 'satü', 'wkg', 'sat']",0,0,0,0
3071,0,"[""'m"", 'wait', 'till', '2', 'bus', 'pick']",0,0,0,1
3072,0,"['apart', 'one', 'told', 'yesterday']",0,0,0,0
3073,0,"['ok', 'lor', 'buy', 'wat']",0,0,0,0
3074,0,"['somebodi', 'go', 'andro', 'steal', 'ice']",0,0,0,0
3075,0,"['know', ""did't"", 'msg', 'recent']",0,0,0,0
3076,0,"['take', 'us', 'shop', 'mark', 'distract', 'isaiah=d']",0,0,0,0
3077,0,"['mum', 'hope', 'great', 'day', 'hope', 'text', 'meet', 'well', 'full', 'life', 'great', 'day', 'abiola']",0,1,0,0
3078,0,"['sens', 'foot', 'peni']",0,0,0,0
3079,0,"['okay', 'thought', 'expert']",0,0,0,0
3080,0,"['*deep', 'sigh*', 'miss', 'realli', 'surpris', ""n't"", 'gone', 'net', 'cafe', 'yet', 'get', ""n't"", 'miss']",0,1,0,0
3081,0,"['ssi', 'thinl', 'role', 'like', 'sachinjust', 'stand', 'other', 'hit']",0,0,0,0
3082,0,"['great', 'trip', 'india', 'bring', 'light', 'everyon', 'project', 'everyon', 'lucki', 'see', 'smile', 'bye', 'abiola']",0,1,0,0
3083,0,"['import', 'discuss', 'u']",0,0,0,0
3084,0,"['kkhow', 'train', 'process']",0,0,0,0
3085,0,"['ok', 'lor', 'ned', '2', 'go', 'toa', 'payoh', '4', '2', 'return', 'smth', 'u', 'wan', '2', 'send', 'wat']",0,1,1,1
3086,0,"['da', 'car', 'park']",0,0,0,0
3087,0,"['wish', 'hold', 'tight', 'make', 'see', 'import', 'much', 'mean', 'much', 'need', 'life']",0,1,0,0
3088,0,"['ask', ""'s"", 'anthoni', 'dad', 'bf']",0,0,0,0
3089,0,"['wnevr', 'wana', 'fal', 'luv', 'vth', 'book', 'bed', 'fal', 'luv', 'vth', ""''"", 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'import', 'alwa', 'gud', 'eveb']",0,1,0,0
3090,0,"['todaysundaysunday', 'holidayso', 'work']",0,0,0,0
3091,0,"['go', 'take', 'bath', 'ill', 'place', 'key', 'window']",0,0,0,0
3092,1,"['lord', 'ringsreturn', 'king', 'store', 'nowrepli', 'lotr', '2', 'june', '4', 'chanc', '2', 'win', 'lotr', 'soundtrack', 'cds', 'stdtxtrate', 'repli', 'stop', 'end', 'txts']",0,1,0,1
3093,0,"['dear', 'take', 'care', 'reach', 'homelov', 'u', 'lot']",0,0,0,0
3094,0,['staffsciencenusedusg/~phyhcmk/teaching/pc1323'],0,0,0,0
3095,0,"['emigr', 'someth', 'ok', 'mayb', '530', 'bit', 'hope']",0,0,0,0
3096,0,"['olol', 'print', 'forum', 'post', 'guy', 'exact', 'prob', 'fix', 'gpu', 'replac', 'hope', 'dont', 'ignor']",0,1,0,0
3097,0,"['walk', 'mom', 'right', 'stagwood', 'pass', 'right', 'winterston', 'left', 'victor', 'hill', 'address', 'lt', '#', 'gt']",0,1,0,0
3098,0,"['yo', 'jp', 'hungri', 'like', 'mofo']",0,0,0,0
