,label,F1,F2,F3
2413,ham,0,7,1
2414,ham,0,6,1
2415,ham,0,16,1
2416,ham,0,9,2
2417,ham,0,11,2
2418,ham,0,16,2
2419,ham,0,7,1
2420,ham,0,9,1
2421,ham,0,14,2
2422,ham,0,9,2
2423,ham,0,7,1
2424,ham,0,12,1
2425,ham,0,3,1
2426,ham,0,14,2
2427,ham,0,3,1
2428,ham,0,5,1
2429,ham,0,25,2
2430,ham,0,13,1
2431,ham,0,2,1
2432,ham,0,8,1
2433,ham,0,8,1
2434,spam,1,20,3
2435,ham,0,6,1
2436,ham,0,5,1
2437,ham,0,3,1
2438,ham,0,15,1
2439,ham,0,4,1
2440,spam,0,18,1
2441,ham,0,12,1
2442,ham,0,20,1
2443,ham,0,12,1
2444,ham,0,6,1
2445,ham,0,12,2
2446,ham,0,3,1
2447,ham,0,6,1
2448,ham,0,3,1
2449,spam,0,22,2
2450,ham,0,0,[]
2451,ham,0,8,1
2452,ham,0,8,1
2453,ham,0,14,1
2454,ham,0,5,1
2455,ham,0,7,1
2456,ham,0,4,1
2457,ham,0,4,1
2458,ham,0,7,1
2459,spam,0,15,1
2460,ham,0,11,2
2461,ham,0,6,1
2462,ham,0,4,1
2463,spam,0,12,1
2464,ham,0,6,1
2465,ham,0,11,1
2466,ham,0,9,1
2467,ham,0,3,1
2468,ham,0,1,1
2469,ham,0,6,1
2470,ham,0,6,1
2471,ham,0,3,1
2472,spam,0,10,1
2473,ham,0,6,1
2474,ham,0,27,10
2475,ham,0,4,1
2476,ham,0,9,1
2477,ham,0,4,1
2478,ham,0,10,1
2479,spam,0,24,2
2480,ham,0,10,2
2481,ham,0,10,1
2482,ham,0,2,1
2483,ham,0,6,1
2484,ham,0,11,2
2485,ham,0,8,1
2486,spam,0,16,2
2487,ham,0,17,1
2488,ham,0,21,3
2489,ham,0,20,2
2490,ham,0,7,1
2491,ham,0,2,1
2492,ham,0,7,2
2493,spam,0,18,1
2494,ham,0,12,1
2495,spam,0,19,1
2496,ham,0,5,1
2497,spam,0,31,3
2498,ham,0,2,1
2499,ham,0,2,1
2500,ham,0,2,1
2501,spam,0,23,2
2502,ham,0,24,2
2503,ham,0,13,1
2504,spam,0,19,2
2505,ham,0,5,1
2506,ham,0,6,1
2507,ham,0,19,4
2508,ham,0,6,1
2509,ham,0,6,1
2510,ham,0,6,1
2511,ham,0,3,1
2512,ham,0,7,1
2513,ham,0,3,1
2514,ham,0,4,1
2515,ham,0,4,1
2516,ham,0,9,1
2517,ham,0,8,1
2518,ham,0,8,1
2519,ham,0,10,1
2520,ham,0,9,2
2521,ham,0,3,1
2522,ham,0,16,2
2523,ham,0,11,2
2524,ham,0,7,1
2525,ham,0,18,2
2526,ham,0,4,1
2527,spam,0,17,2
2528,spam,0,18,1
2529,spam,0,16,2
2530,ham,0,12,2
2531,ham,0,5,1
2532,ham,0,6,1
2533,ham,0,16,1
2534,ham,0,12,3
2535,ham,0,10,1
2536,ham,0,7,1
2537,ham,0,14,3
2538,ham,0,12,1
2539,ham,0,2,1
2540,ham,0,3,1
2541,ham,0,8,1
2542,spam,1,14,2
2543,ham,0,5,1
2544,ham,0,1,1
2545,ham,0,23,2
2546,ham,0,1,1
2547,ham,0,8,1
2548,ham,0,6,1
2549,ham,0,5,1
2550,spam,1,22,2
2551,ham,0,3,1
2552,ham,0,4,1
2553,ham,0,8,1
2554,ham,0,10,1
2555,ham,0,15,2
2556,ham,0,8,1
2557,ham,0,7,1
2558,ham,0,3,1
2559,ham,0,9,1
2560,ham,0,11,1
2561,ham,0,1,1
2562,spam,0,15,1
2563,spam,0,15,2
2564,ham,0,4,1
2565,ham,0,3,1
2566,ham,0,2,1
2567,ham,0,10,2
2568,ham,0,7,1
2569,spam,0,14,1
2570,ham,0,20,2
2571,ham,0,3,1
2572,ham,0,11,2
2573,ham,0,4,1
2574,ham,0,11,3
2575,ham,0,18,2
2576,ham,0,6,1
2577,ham,0,3,1
2578,ham,0,6,1
2579,ham,0,14,1
2580,ham,0,9,1
2581,ham,0,5,1
2582,ham,0,10,2
2583,ham,0,13,1
2584,spam,0,14,2
2585,ham,0,3,1
2586,ham,0,10,1
2587,ham,0,2,1
2588,spam,0,14,2
2589,ham,0,22,3
2590,ham,0,7,1
2591,ham,0,3,1
2592,ham,0,6,2
2593,ham,0,3,1
2594,ham,0,3,1
2595,ham,0,12,1
2596,spam,0,20,1
2597,ham,0,18,2
2598,ham,0,4,1
2599,ham,0,6,1
2600,ham,0,8,1
2601,ham,0,4,1
2602,ham,0,4,1
2603,ham,0,8,1
2604,ham,0,5,1
2605,spam,0,5,1
2606,ham,0,4,1
2607,ham,0,11,2
2608,ham,0,17,2
2609,ham,0,5,1
2610,ham,0,6,1
2611,ham,0,13,1
2612,ham,0,3,1
2613,spam,0,18,1
2614,ham,0,22,2
2615,ham,0,11,1
2616,spam,1,25,2
2617,ham,0,13,1
2618,ham,0,17,2
2619,ham,0,3,1
2620,ham,0,13,1
2621,spam,0,16,2
2622,ham,0,4,1
2623,ham,0,16,2
2624,ham,0,8,1
2625,ham,0,5,1
2626,ham,0,9,1
2627,ham,0,11,2
2628,ham,0,4,2
2629,ham,0,10,1
2630,ham,0,2,1
2631,ham,0,4,1
2632,ham,0,7,1
2633,ham,0,5,1
2634,ham,0,4,1
2635,ham,0,3,1
2636,ham,0,7,1
2637,ham,0,12,1
2638,ham,0,5,1
2639,ham,0,10,2
2640,ham,0,10,1
2641,ham,0,14,2
2642,ham,0,7,1
2643,ham,0,2,1
2644,ham,0,3,1
2645,spam,0,22,2
2646,spam,0,19,2
2647,ham,0,4,1
2648,ham,0,4,1
2649,ham,0,25,3
2650,spam,0,19,2
2651,ham,0,6,1
2652,ham,0,2,1
2653,ham,0,3,1
2654,ham,0,28,3
2655,ham,0,7,2
2656,ham,0,2,1
2657,ham,0,3,1
2658,spam,1,14,2
2659,ham,0,7,1
2660,ham,0,1,1
2661,ham,0,5,1
2662,ham,0,4,1
2663,ham,0,4,1
2664,ham,0,18,1
2665,ham,0,6,2
2666,ham,0,8,1
2667,spam,0,18,1
2668,ham,0,4,1
2669,ham,0,4,1
2670,ham,0,21,1
2671,ham,0,9,2
2672,ham,0,3,1
2673,ham,0,6,2
2674,ham,0,14,2
2675,ham,0,7,1
2676,ham,0,6,1
2677,spam,0,18,1
2678,ham,0,5,1
2679,ham,0,3,1
2680,ham,0,4,1
2681,ham,0,12,3
2682,ham,0,8,1
2683,ham,0,2,1
2684,ham,0,6,1
2685,ham,0,7,1
2686,ham,0,6,1
2687,ham,0,2,1
2688,ham,0,16,2
2689,ham,0,5,1
2690,ham,0,11,1
2691,spam,0,16,1
2692,ham,0,4,1
2693,ham,0,1,1
2694,ham,0,2,1
2695,spam,1,17,1
2696,ham,0,7,1
2697,ham,0,9,1
2698,ham,0,2,1
2699,spam,0,22,1
2700,spam,1,21,1
2701,ham,0,6,1
2702,ham,0,10,1
2703,ham,0,4,1
2704,ham,0,11,2
2705,ham,0,16,1
2706,ham,0,4,1
2707,ham,0,1,1
2708,ham,0,19,1
2709,ham,0,17,1
2710,ham,0,3,1
2711,ham,0,17,2
2712,ham,0,9,1
2713,ham,0,4,1
2714,ham,0,17,1
2715,ham,0,2,1
2716,ham,0,3,1
2717,ham,0,3,1
2718,ham,0,6,2
2719,ham,0,8,1
2720,ham,0,13,1
2721,ham,0,21,2
2722,ham,0,12,2
2723,ham,0,6,1
2724,ham,0,5,1
2725,ham,0,3,1
2726,spam,0,24,2
2727,ham,0,3,1
2728,ham,0,11,1
2729,ham,0,4,1
2730,ham,0,10,1
2731,ham,0,4,1
2732,ham,0,24,2
2733,ham,0,5,1
2734,ham,0,7,1
2735,ham,0,5,1
2736,spam,0,15,2
2737,spam,0,15,2
2738,spam,0,13,1
2739,ham,0,5,1
2740,ham,0,5,1
2741,ham,0,30,2
2742,ham,0,7,1
2743,ham,0,10,1
2744,ham,0,5,1
2745,spam,0,5,1
2746,ham,0,7,1
2747,ham,0,18,2
2748,ham,0,12,1
2749,ham,0,4,1
2750,ham,0,5,1
2751,ham,0,4,1
2752,ham,0,7,1
2753,ham,0,12,1
2754,ham,0,5,1
2755,ham,0,3,1
2756,ham,0,11,1
2757,ham,0,4,2
2758,ham,0,26,2
2759,ham,0,1,1
2760,ham,0,7,1
2761,ham,0,9,1
2762,ham,0,2,1
2763,ham,0,9,1
2764,ham,0,13,2
2765,ham,0,13,2
2766,ham,0,6,1
2767,ham,0,6,1
2768,spam,0,14,3
2769,ham,0,4,1
2770,ham,0,11,1
2771,ham,0,3,1
2772,ham,0,5,1
2773,ham,0,3,1
2774,ham,0,5,1
2775,ham,0,4,1
2776,ham,0,7,1
2777,ham,0,4,1
2778,ham,0,14,1
2779,spam,0,20,2
2780,ham,0,7,1
2781,ham,0,4,1
2782,spam,0,9,1
2783,ham,0,3,1
2784,ham,0,5,1
2785,ham,0,4,1
2786,ham,0,4,1
2787,spam,0,16,3
2788,ham,0,8,1
2789,spam,1,17,1
2790,ham,0,3,1
2791,ham,0,5,1
2792,ham,0,13,2
2793,spam,0,18,1
2794,ham,0,2,1
2795,ham,0,1,1
2796,ham,0,8,1
2797,ham,0,5,1
2798,ham,0,6,2
2799,ham,0,8,1
2800,spam,0,20,1
2801,ham,0,11,1
2802,ham,0,19,2
2803,ham,0,14,2
2804,ham,0,4,1
2805,ham,0,2,1
2806,ham,0,2,1
2807,ham,0,12,2
2808,spam,0,20,2
2809,ham,0,5,1
2810,ham,0,10,1
2811,ham,0,8,1
2812,spam,1,18,1
2813,ham,0,20,2
2814,spam,0,16,1
2815,ham,0,3,1
2816,ham,0,9,1
2817,ham,0,11,2
2818,ham,0,23,4
2819,ham,0,8,1
2820,ham,0,5,1
2821,ham,0,3,1
2822,ham,0,2,1
2823,ham,0,5,1
2824,ham,0,23,3
2825,ham,0,6,1
2826,ham,0,4,1
2827,ham,0,3,1
2828,spam,0,19,1
2829,ham,0,10,1
2830,ham,0,6,1
2831,ham,0,1,1
2832,ham,0,2,1
2833,ham,0,8,2
2834,ham,0,15,1
2835,spam,0,27,2
2836,ham,0,4,1
2837,ham,0,7,1
2838,spam,0,19,2
2839,ham,0,3,1
2840,ham,0,11,2
2841,ham,0,26,2
2842,ham,0,6,1
2843,ham,0,23,2
2844,ham,0,9,1
2845,spam,0,19,1
2846,spam,0,20,2
2847,ham,0,5,1
